headline,stock,date,publisher,url
Tech Sell-off Drags PFE Lower,PFE,2025-03-27 15:20:00,Financial Times,https://finance.example.com/news/1429
AMZN CFO Steps Down,AMZN,2025-03-28 08:32:00,Bloomberg,https://finance.example.com/news/285
PFE Beats Earnings Estimates,PFE,2025-03-28 17:24:00,CNBC,https://finance.example.com/news/532
GOOGL Partners with Industry Leader,GOOGL,2025-03-28 18:32:00,MarketWatch,https://finance.example.com/news/1571
TSLA Beats Earnings Estimates,TSLA,2025-03-28 19:15:00,InvestorPlace,https://finance.example.com/news/1710
AAPL Misses Q3 Targets,AAPL,2025-03-29 08:31:00,InvestorPlace,https://finance.example.com/news/511
META Shares Drop After Weak Guidance,META,2025-03-29 08:43:00,CNBC,https://finance.example.com/news/1820
MSFT Hits All-Time High on Strong Earnings,MSFT,2025-03-29 17:30:00,Zacks,https://finance.example.com/news/1605
Analysts Upgrade AMZN to Buy,AMZN,2025-03-29 19:42:00,Bloomberg,https://finance.example.com/news/1934
Analysts Upgrade GOOGL to Buy,GOOGL,2025-03-30 15:04:00,CNBC,https://finance.example.com/news/158
GOOGL Shares Drop After Weak Guidance,GOOGL,2025-03-30 16:35:00,Wall Street Journal,https://finance.example.com/news/1879
Market Rally Lifts BAC Higher,BAC,2025-03-30 17:45:00,MarketWatch,https://finance.example.com/news/569
META Partners with Industry Leader,META,2025-03-31 07:25:00,Zacks,https://finance.example.com/news/670
BAC CFO Steps Down,BAC,2025-03-31 11:50:00,Wall Street Journal,https://finance.example.com/news/1274
Market Rally Lifts JPM Higher,JPM,2025-03-31 13:15:00,CNBC,https://finance.example.com/news/1834
AMZN Beats Earnings Estimates,AMZN,2025-03-31 15:10:00,Financial Times,https://finance.example.com/news/560
META Expands into New Markets,META,2025-03-31 15:29:00,CNBC,https://finance.example.com/news/1414
Analysts Upgrade JPM to Buy,JPM,2025-03-31 16:44:00,Reuters,https://finance.example.com/news/1335
PFE Hits All-Time High on Strong Earnings,PFE,2025-03-31 17:31:00,Zacks,https://finance.example.com/news/965
TSLA CFO Steps Down,TSLA,2025-03-31 17:35:00,Bloomberg,https://finance.example.com/news/1373
GOOGL CFO Steps Down,GOOGL,2025-03-31 17:48:00,Financial Times,https://finance.example.com/news/1865
GOOGL Expands into New Markets,GOOGL,2025-04-01 07:53:00,InvestorPlace,https://finance.example.com/news/432
PFE Shares Drop After Weak Guidance,PFE,2025-04-01 11:07:00,InvestorPlace,https://finance.example.com/news/1847
TSLA Announces Stock Buyback,TSLA,2025-04-01 12:40:00,Reuters,https://finance.example.com/news/784
AMZN Shares Drop After Weak Guidance,AMZN,2025-04-01 14:55:00,Zacks,https://finance.example.com/news/1150
FDA Approves META Drug Application,META,2025-04-01 17:04:00,CNBC,https://finance.example.com/news/867
META Announces New Product Line,META,2025-04-01 18:00:00,InvestorPlace,https://finance.example.com/news/703
GOOGL CFO Steps Down,GOOGL,2025-04-01 19:54:00,Financial Times,https://finance.example.com/news/696
Analysts Upgrade WMT to Buy,WMT,2025-04-02 10:01:00,CNBC,https://finance.example.com/news/1778
MSFT Beats Earnings Estimates,MSFT,2025-04-02 14:20:00,Financial Times,https://finance.example.com/news/982
Insider Buying at AAPL,AAPL,2025-04-02 14:46:00,InvestorPlace,https://finance.example.com/news/1954
TSLA Shares Drop After Weak Guidance,TSLA,2025-04-02 15:25:00,CNBC,https://finance.example.com/news/462
META Beats Earnings Estimates,META,2025-04-02 15:58:00,Bloomberg,https://finance.example.com/news/26
PFE Expands into New Markets,PFE,2025-04-02 17:31:00,Bloomberg,https://finance.example.com/news/1299
JPM Hits All-Time High on Strong Earnings,JPM,2025-04-02 18:59:00,Financial Times,https://finance.example.com/news/75
TSLA Hits All-Time High on Strong Earnings,TSLA,2025-04-03 09:36:00,InvestorPlace,https://finance.example.com/news/266
MSFT Announces New Product Line,MSFT,2025-04-03 15:25:00,Financial Times,https://finance.example.com/news/1085
Tech Sell-off Drags BAC Lower,BAC,2025-04-03 16:14:00,MarketWatch,https://finance.example.com/news/1188
AMZN Shares Drop After Weak Guidance,AMZN,2025-04-03 17:51:00,Reuters,https://finance.example.com/news/902
GOOGL Announces New Product Line,GOOGL,2025-04-03 18:49:00,CNBC,https://finance.example.com/news/313
GOOGL CFO Steps Down,GOOGL,2025-04-03 19:05:00,Zacks,https://finance.example.com/news/783
FDA Approves AMZN Drug Application,AMZN,2025-04-04 15:07:00,Zacks,https://finance.example.com/news/1910
PFE Hits All-Time High on Strong Earnings,PFE,2025-04-04 16:20:00,Wall Street Journal,https://finance.example.com/news/704
Tech Sell-off Drags WMT Lower,WMT,2025-04-04 17:57:00,Financial Times,https://finance.example.com/news/776
Analysts Upgrade META to Buy,META,2025-04-04 18:31:00,Reuters,https://finance.example.com/news/1681
TSLA Expands into New Markets,TSLA,2025-04-04 18:58:00,Financial Times,https://finance.example.com/news/1228
AMZN Expands into New Markets,AMZN,2025-04-05 07:23:00,Reuters,https://finance.example.com/news/1773
MSFT Misses Q3 Targets,MSFT,2025-04-05 11:18:00,Zacks,https://finance.example.com/news/1294
META Expands into New Markets,META,2025-04-05 19:34:00,Zacks,https://finance.example.com/news/476
META Misses Q3 Targets,META,2025-04-06 07:47:00,Financial Times,https://finance.example.com/news/437
Analysts Upgrade TSLA to Buy,TSLA,2025-04-06 11:17:00,Zacks,https://finance.example.com/news/679
GOOGL Shares Drop After Weak Guidance,GOOGL,2025-04-06 13:28:00,InvestorPlace,https://finance.example.com/news/528
Market Rally Lifts AMZN Higher,AMZN,2025-04-06 15:22:00,Financial Times,https://finance.example.com/news/1064
Tech Sell-off Drags GOOGL Lower,GOOGL,2025-04-07 08:08:00,CNBC,https://finance.example.com/news/1143
Tech Sell-off Drags TSLA Lower,TSLA,2025-04-07 09:58:00,InvestorPlace,https://finance.example.com/news/795
FDA Approves PFE Drug Application,PFE,2025-04-07 12:01:00,CNBC,https://finance.example.com/news/1040
JPM Hits All-Time High on Strong Earnings,JPM,2025-04-07 15:23:00,Zacks,https://finance.example.com/news/177
BAC Announces New Product Line,BAC,2025-04-07 15:24:00,Financial Times,https://finance.example.com/news/1252
MSFT CFO Steps Down,MSFT,2025-04-07 17:30:00,Zacks,https://finance.example.com/news/1767
PFE Beats Earnings Estimates,PFE,2025-04-07 19:30:00,Reuters,https://finance.example.com/news/1692
Analysts Upgrade WMT to Buy,WMT,2025-04-07 19:57:00,Bloomberg,https://finance.example.com/news/1434
BAC Misses Q3 Targets,BAC,2025-04-08 09:02:00,Wall Street Journal,https://finance.example.com/news/1314
JPM Announces Stock Buyback,JPM,2025-04-08 11:44:00,InvestorPlace,https://finance.example.com/news/1312
TSLA CFO Steps Down,TSLA,2025-04-08 12:22:00,Reuters,https://finance.example.com/news/1113
Analysts Upgrade AMZN to Buy,AMZN,2025-04-08 15:28:00,CNBC,https://finance.example.com/news/44
Insider Buying at AMZN,AMZN,2025-04-08 18:07:00,Zacks,https://finance.example.com/news/485
BAC Misses Q3 Targets,BAC,2025-04-09 07:44:00,InvestorPlace,https://finance.example.com/news/1061
FDA Approves PFE Drug Application,PFE,2025-04-09 10:17:00,MarketWatch,https://finance.example.com/news/417
Analysts Upgrade WMT to Buy,WMT,2025-04-09 11:10:00,Reuters,https://finance.example.com/news/1449
Analysts Upgrade TSLA to Buy,TSLA,2025-04-09 11:17:00,Financial Times,https://finance.example.com/news/1215
Tech Sell-off Drags GOOGL Lower,GOOGL,2025-04-09 11:57:00,InvestorPlace,https://finance.example.com/news/1912
AMZN Shares Drop After Weak Guidance,AMZN,2025-04-09 12:07:00,CNBC,https://finance.example.com/news/144
Insider Buying at TSLA,TSLA,2025-04-09 14:00:00,Wall Street Journal,https://finance.example.com/news/1727
MSFT Partners with Industry Leader,MSFT,2025-04-10 11:14:00,Financial Times,https://finance.example.com/news/146
AAPL Expands into New Markets,AAPL,2025-04-10 12:05:00,Reuters,https://finance.example.com/news/1741
Insider Buying at BAC,BAC,2025-04-10 15:07:00,InvestorPlace,https://finance.example.com/news/780
FDA Approves META Drug Application,META,2025-04-10 17:37:00,Financial Times,https://finance.example.com/news/1775
GOOGL Beats Earnings Estimates,GOOGL,2025-04-10 17:47:00,CNBC,https://finance.example.com/news/1733
WMT Beats Earnings Estimates,WMT,2025-04-10 19:22:00,Financial Times,https://finance.example.com/news/286
JPM CFO Steps Down,JPM,2025-04-11 10:40:00,Wall Street Journal,https://finance.example.com/news/1766
META Announces New Product Line,META,2025-04-11 12:14:00,InvestorPlace,https://finance.example.com/news/493
TSLA CFO Steps Down,TSLA,2025-04-11 14:07:00,MarketWatch,https://finance.example.com/news/566
AAPL Hits All-Time High on Strong Earnings,AAPL,2025-04-12 10:18:00,CNBC,https://finance.example.com/news/1776
META Announces New Product Line,META,2025-04-12 10:27:00,CNBC,https://finance.example.com/news/1881
FDA Approves MSFT Drug Application,MSFT,2025-04-12 11:44:00,CNBC,https://finance.example.com/news/1543
PFE Announces Stock Buyback,PFE,2025-04-12 13:07:00,Wall Street Journal,https://finance.example.com/news/162
AMZN Announces New Product Line,AMZN,2025-04-12 13:23:00,Bloomberg,https://finance.example.com/news/673
FDA Approves MSFT Drug Application,MSFT,2025-04-12 16:12:00,MarketWatch,https://finance.example.com/news/806
Tech Sell-off Drags AAPL Lower,AAPL,2025-04-13 07:20:00,MarketWatch,https://finance.example.com/news/343
Insider Buying at PFE,PFE,2025-04-13 09:42:00,Financial Times,https://finance.example.com/news/1445
BAC Misses Q3 Targets,BAC,2025-04-13 10:47:00,Wall Street Journal,https://finance.example.com/news/984
Analysts Upgrade BAC to Buy,BAC,2025-04-13 14:22:00,MarketWatch,https://finance.example.com/news/78
GOOGL Partners with Industry Leader,GOOGL,2025-04-13 19:38:00,CNBC,https://finance.example.com/news/319
META Announces Stock Buyback,META,2025-04-14 09:35:00,Reuters,https://finance.example.com/news/1311
AMZN Shares Drop After Weak Guidance,AMZN,2025-04-14 09:49:00,Bloomberg,https://finance.example.com/news/663
MSFT Hits All-Time High on Strong Earnings,MSFT,2025-04-14 10:48:00,Wall Street Journal,https://finance.example.com/news/1703
Tech Sell-off Drags MSFT Lower,MSFT,2025-04-14 13:21:00,InvestorPlace,https://finance.example.com/news/1325
MSFT Partners with Industry Leader,MSFT,2025-04-14 14:26:00,Reuters,https://finance.example.com/news/1642
TSLA Expands into New Markets,TSLA,2025-04-14 14:40:00,Bloomberg,https://finance.example.com/news/1493
Analysts Upgrade AMZN to Buy,AMZN,2025-04-14 14:55:00,Wall Street Journal,https://finance.example.com/news/1793
AAPL Announces Stock Buyback,AAPL,2025-04-14 18:18:00,MarketWatch,https://finance.example.com/news/1192
WMT Misses Q3 Targets,WMT,2025-04-15 09:21:00,Wall Street Journal,https://finance.example.com/news/1374
Insider Buying at TSLA,TSLA,2025-04-15 12:20:00,InvestorPlace,https://finance.example.com/news/490
FDA Approves BAC Drug Application,BAC,2025-04-15 12:38:00,CNBC,https://finance.example.com/news/385
JPM Misses Q3 Targets,JPM,2025-04-15 13:32:00,Zacks,https://finance.example.com/news/413
Analysts Upgrade WMT to Buy,WMT,2025-04-15 15:33:00,MarketWatch,https://finance.example.com/news/1120
GOOGL Expands into New Markets,GOOGL,2025-04-15 17:02:00,Wall Street Journal,https://finance.example.com/news/1871
GOOGL Partners with Industry Leader,GOOGL,2025-04-16 11:27:00,Zacks,https://finance.example.com/news/1827
JPM Hits All-Time High on Strong Earnings,JPM,2025-04-16 13:24:00,Reuters,https://finance.example.com/news/108
Tech Sell-off Drags BAC Lower,BAC,2025-04-16 15:30:00,Financial Times,https://finance.example.com/news/556
MSFT Hits All-Time High on Strong Earnings,MSFT,2025-04-17 09:24:00,InvestorPlace,https://finance.example.com/news/1583
Insider Buying at AAPL,AAPL,2025-04-17 17:31:00,Bloomberg,https://finance.example.com/news/1077
MSFT CFO Steps Down,MSFT,2025-04-17 18:37:00,InvestorPlace,https://finance.example.com/news/1236
META Announces New Product Line,META,2025-04-18 09:05:00,InvestorPlace,https://finance.example.com/news/1440
META Reports Record Quarterly Revenue,META,2025-04-18 13:50:00,Financial Times,https://finance.example.com/news/91
Analysts Upgrade AMZN to Buy,AMZN,2025-04-18 14:14:00,Zacks,https://finance.example.com/news/1809
FDA Approves BAC Drug Application,BAC,2025-04-18 16:10:00,InvestorPlace,https://finance.example.com/news/933
GOOGL Reports Record Quarterly Revenue,GOOGL,2025-04-18 18:25:00,MarketWatch,https://finance.example.com/news/1906
GOOGL Partners with Industry Leader,GOOGL,2025-04-18 18:59:00,Wall Street Journal,https://finance.example.com/news/1953
PFE Partners with Industry Leader,PFE,2025-04-19 09:12:00,Reuters,https://finance.example.com/news/1911
PFE Beats Earnings Estimates,PFE,2025-04-19 09:42:00,Zacks,https://finance.example.com/news/260
AMZN Announces Stock Buyback,AMZN,2025-04-19 11:42:00,Bloomberg,https://finance.example.com/news/157
FDA Approves AMZN Drug Application,AMZN,2025-04-19 13:47:00,Zacks,https://finance.example.com/news/748
JPM CFO Steps Down,JPM,2025-04-19 14:20:00,Financial Times,https://finance.example.com/news/116
MSFT Announces Stock Buyback,MSFT,2025-04-19 17:40:00,Reuters,https://finance.example.com/news/236
MSFT Beats Earnings Estimates,MSFT,2025-04-20 15:16:00,CNBC,https://finance.example.com/news/59
Insider Buying at MSFT,MSFT,2025-04-20 15:54:00,Zacks,https://finance.example.com/news/1450
Insider Buying at AMZN,AMZN,2025-04-20 17:21:00,Financial Times,https://finance.example.com/news/876
FDA Approves PFE Drug Application,PFE,2025-04-20 17:52:00,Zacks,https://finance.example.com/news/1502
TSLA Partners with Industry Leader,TSLA,2025-04-20 19:02:00,CNBC,https://finance.example.com/news/1327
AAPL Reports Record Quarterly Revenue,AAPL,2025-04-21 07:59:00,Reuters,https://finance.example.com/news/627
Market Rally Lifts AMZN Higher,AMZN,2025-04-21 11:46:00,Wall Street Journal,https://finance.example.com/news/1549
WMT Shares Drop After Weak Guidance,WMT,2025-04-21 18:56:00,Zacks,https://finance.example.com/news/1409
AAPL Shares Drop After Weak Guidance,AAPL,2025-04-22 13:19:00,Zacks,https://finance.example.com/news/1862
WMT Expands into New Markets,WMT,2025-04-22 13:52:00,Wall Street Journal,https://finance.example.com/news/599
TSLA Reports Record Quarterly Revenue,TSLA,2025-04-22 19:39:00,Zacks,https://finance.example.com/news/877
PFE Hits All-Time High on Strong Earnings,PFE,2025-04-23 11:02:00,MarketWatch,https://finance.example.com/news/579
META Partners with Industry Leader,META,2025-04-23 14:43:00,Zacks,https://finance.example.com/news/1948
AAPL Reports Record Quarterly Revenue,AAPL,2025-04-24 10:54:00,Financial Times,https://finance.example.com/news/1092
JPM Shares Drop After Weak Guidance,JPM,2025-04-24 14:56:00,Financial Times,https://finance.example.com/news/323
AAPL CFO Steps Down,AAPL,2025-04-24 16:45:00,Bloomberg,https://finance.example.com/news/1076
GOOGL Announces New Product Line,GOOGL,2025-04-24 16:53:00,MarketWatch,https://finance.example.com/news/901
TSLA Misses Q3 Targets,TSLA,2025-04-24 17:34:00,Zacks,https://finance.example.com/news/773
Market Rally Lifts AAPL Higher,AAPL,2025-04-24 18:09:00,Reuters,https://finance.example.com/news/491
META Expands into New Markets,META,2025-04-24 18:42:00,Wall Street Journal,https://finance.example.com/news/1149
PFE Beats Earnings Estimates,PFE,2025-04-24 19:59:00,MarketWatch,https://finance.example.com/news/1403
TSLA Beats Earnings Estimates,TSLA,2025-04-25 08:12:00,CNBC,https://finance.example.com/news/367
Analysts Upgrade BAC to Buy,BAC,2025-04-25 09:55:00,MarketWatch,https://finance.example.com/news/1227
Analysts Upgrade AAPL to Buy,AAPL,2025-04-25 18:08:00,Wall Street Journal,https://finance.example.com/news/796
BAC Shares Drop After Weak Guidance,BAC,2025-04-25 18:13:00,Wall Street Journal,https://finance.example.com/news/1547
Analysts Upgrade GOOGL to Buy,GOOGL,2025-04-26 07:26:00,Reuters,https://finance.example.com/news/1148
WMT Reports Record Quarterly Revenue,WMT,2025-04-26 09:21:00,InvestorPlace,https://finance.example.com/news/1133
JPM CFO Steps Down,JPM,2025-04-26 09:27:00,Reuters,https://finance.example.com/news/1258
META Announces New Product Line,META,2025-04-26 11:00:00,Bloomberg,https://finance.example.com/news/1997
AMZN Partners with Industry Leader,AMZN,2025-04-26 11:54:00,CNBC,https://finance.example.com/news/477
PFE Expands into New Markets,PFE,2025-04-26 16:47:00,Bloomberg,https://finance.example.com/news/1495
AMZN Announces Stock Buyback,AMZN,2025-04-26 17:13:00,MarketWatch,https://finance.example.com/news/759
MSFT Announces New Product Line,MSFT,2025-04-26 17:46:00,InvestorPlace,https://finance.example.com/news/222
Insider Buying at META,META,2025-04-27 08:07:00,Bloomberg,https://finance.example.com/news/1802
FDA Approves JPM Drug Application,JPM,2025-04-27 13:21:00,Zacks,https://finance.example.com/news/253
AAPL Announces Stock Buyback,AAPL,2025-04-27 19:18:00,Bloomberg,https://finance.example.com/news/10
PFE Beats Earnings Estimates,PFE,2025-04-28 08:26:00,Zacks,https://finance.example.com/news/1356
Analysts Upgrade META to Buy,META,2025-04-28 10:53:00,Wall Street Journal,https://finance.example.com/news/985
AMZN Misses Q3 Targets,AMZN,2025-04-28 14:39:00,Wall Street Journal,https://finance.example.com/news/1771
WMT Misses Q3 Targets,WMT,2025-04-28 15:35:00,Financial Times,https://finance.example.com/news/278
AAPL Shares Drop After Weak Guidance,AAPL,2025-04-28 17:53:00,Reuters,https://finance.example.com/news/168
META Hits All-Time High on Strong Earnings,META,2025-04-29 11:45:00,MarketWatch,https://finance.example.com/news/160
META Announces Stock Buyback,META,2025-04-29 14:18:00,MarketWatch,https://finance.example.com/news/812
Analysts Upgrade PFE to Buy,PFE,2025-04-29 17:01:00,Financial Times,https://finance.example.com/news/1145
FDA Approves GOOGL Drug Application,GOOGL,2025-04-30 12:35:00,Financial Times,https://finance.example.com/news/1060
BAC CFO Steps Down,BAC,2025-05-01 07:00:00,Bloomberg,https://finance.example.com/news/809
JPM Partners with Industry Leader,JPM,2025-05-01 08:29:00,Zacks,https://finance.example.com/news/831
BAC Reports Record Quarterly Revenue,BAC,2025-05-01 10:35:00,Reuters,https://finance.example.com/news/1630
Insider Buying at PFE,PFE,2025-05-01 14:19:00,Bloomberg,https://finance.example.com/news/731
MSFT Shares Drop After Weak Guidance,MSFT,2025-05-01 15:08:00,InvestorPlace,https://finance.example.com/news/229
Tech Sell-off Drags META Lower,META,2025-05-01 15:27:00,InvestorPlace,https://finance.example.com/news/1000
META Reports Record Quarterly Revenue,META,2025-05-01 16:28:00,Wall Street Journal,https://finance.example.com/news/1551
AAPL Announces New Product Line,AAPL,2025-05-01 17:16:00,Bloomberg,https://finance.example.com/news/1017
MSFT Partners with Industry Leader,MSFT,2025-05-01 17:19:00,Wall Street Journal,https://finance.example.com/news/94
META Reports Record Quarterly Revenue,META,2025-05-02 08:03:00,InvestorPlace,https://finance.example.com/news/719
Insider Buying at MSFT,MSFT,2025-05-02 09:26:00,Zacks,https://finance.example.com/news/47
MSFT Beats Earnings Estimates,MSFT,2025-05-02 14:24:00,Reuters,https://finance.example.com/news/1527
WMT Expands into New Markets,WMT,2025-05-02 15:50:00,MarketWatch,https://finance.example.com/news/862
Tech Sell-off Drags TSLA Lower,TSLA,2025-05-02 16:20:00,Reuters,https://finance.example.com/news/242
FDA Approves PFE Drug Application,PFE,2025-05-02 18:32:00,MarketWatch,https://finance.example.com/news/1259
Insider Buying at TSLA,TSLA,2025-05-03 10:05:00,Reuters,https://finance.example.com/news/1853
AMZN Beats Earnings Estimates,AMZN,2025-05-03 11:51:00,Zacks,https://finance.example.com/news/316
FDA Approves META Drug Application,META,2025-05-03 12:51:00,Financial Times,https://finance.example.com/news/1781
AMZN Misses Q3 Targets,AMZN,2025-05-03 16:24:00,Wall Street Journal,https://finance.example.com/news/190
Tech Sell-off Drags PFE Lower,PFE,2025-05-03 18:10:00,MarketWatch,https://finance.example.com/news/180
FDA Approves BAC Drug Application,BAC,2025-05-04 08:35:00,Reuters,https://finance.example.com/news/1362
AMZN Announces Stock Buyback,AMZN,2025-05-04 11:34:00,Reuters,https://finance.example.com/news/689
PFE Announces Stock Buyback,PFE,2025-05-04 14:58:00,CNBC,https://finance.example.com/news/205
Market Rally Lifts TSLA Higher,TSLA,2025-05-04 16:34:00,Wall Street Journal,https://finance.example.com/news/1088
JPM Misses Q3 Targets,JPM,2025-05-05 11:42:00,Financial Times,https://finance.example.com/news/141
Tech Sell-off Drags PFE Lower,PFE,2025-05-05 12:24:00,MarketWatch,https://finance.example.com/news/541
Market Rally Lifts BAC Higher,BAC,2025-05-05 18:14:00,MarketWatch,https://finance.example.com/news/508
Tech Sell-off Drags WMT Lower,WMT,2025-05-06 09:00:00,InvestorPlace,https://finance.example.com/news/653
PFE Partners with Industry Leader,PFE,2025-05-06 14:35:00,Financial Times,https://finance.example.com/news/494
JPM Announces New Product Line,JPM,2025-05-06 15:26:00,CNBC,https://finance.example.com/news/203
AMZN Hits All-Time High on Strong Earnings,AMZN,2025-05-06 19:52:00,MarketWatch,https://finance.example.com/news/1509
JPM Beats Earnings Estimates,JPM,2025-05-07 08:20:00,Wall Street Journal,https://finance.example.com/news/1667
JPM Misses Q3 Targets,JPM,2025-05-07 10:20:00,InvestorPlace,https://finance.example.com/news/1358
Tech Sell-off Drags PFE Lower,PFE,2025-05-07 15:21:00,Zacks,https://finance.example.com/news/1831
PFE Reports Record Quarterly Revenue,PFE,2025-05-07 18:04:00,Bloomberg,https://finance.example.com/news/524
AAPL Beats Earnings Estimates,AAPL,2025-05-08 08:29:00,CNBC,https://finance.example.com/news/99
PFE Expands into New Markets,PFE,2025-05-08 09:52:00,Financial Times,https://finance.example.com/news/390
JPM Announces Stock Buyback,JPM,2025-05-08 14:22:00,InvestorPlace,https://finance.example.com/news/826
MSFT Announces New Product Line,MSFT,2025-05-08 15:45:00,CNBC,https://finance.example.com/news/1537
Tech Sell-off Drags MSFT Lower,MSFT,2025-05-08 17:42:00,Financial Times,https://finance.example.com/news/549
BAC Reports Record Quarterly Revenue,BAC,2025-05-09 15:54:00,Reuters,https://finance.example.com/news/1003
Market Rally Lifts MSFT Higher,MSFT,2025-05-09 19:28:00,Reuters,https://finance.example.com/news/1302
BAC Shares Drop After Weak Guidance,BAC,2025-05-10 07:04:00,MarketWatch,https://finance.example.com/news/1443
MSFT Beats Earnings Estimates,MSFT,2025-05-10 14:44:00,CNBC,https://finance.example.com/news/801
PFE Partners with Industry Leader,PFE,2025-05-11 07:21:00,Zacks,https://finance.example.com/news/870
MSFT Expands into New Markets,MSFT,2025-05-11 09:15:00,InvestorPlace,https://finance.example.com/news/1582
Insider Buying at JPM,JPM,2025-05-11 11:05:00,Wall Street Journal,https://finance.example.com/news/1528
Tech Sell-off Drags GOOGL Lower,GOOGL,2025-05-11 11:20:00,Bloomberg,https://finance.example.com/news/276
GOOGL Announces New Product Line,GOOGL,2025-05-11 19:05:00,CNBC,https://finance.example.com/news/1699
MSFT Hits All-Time High on Strong Earnings,MSFT,2025-05-12 10:53:00,CNBC,https://finance.example.com/news/329
AAPL Announces Stock Buyback,AAPL,2025-05-12 13:56:00,Reuters,https://finance.example.com/news/1132
BAC Announces Stock Buyback,BAC,2025-05-12 18:30:00,Wall Street Journal,https://finance.example.com/news/423
MSFT Beats Earnings Estimates,MSFT,2025-05-12 19:02:00,Bloomberg,https://finance.example.com/news/1980
MSFT CFO Steps Down,MSFT,2025-05-12 19:06:00,Reuters,https://finance.example.com/news/708
BAC Misses Q3 Targets,BAC,2025-05-12 19:23:00,CNBC,https://finance.example.com/news/122
Market Rally Lifts PFE Higher,PFE,2025-05-13 08:01:00,Bloomberg,https://finance.example.com/news/674
BAC Misses Q3 Targets,BAC,2025-05-13 08:02:00,Bloomberg,https://finance.example.com/news/1301
Analysts Upgrade AMZN to Buy,AMZN,2025-05-13 08:18:00,Bloomberg,https://finance.example.com/news/1941
BAC Shares Drop After Weak Guidance,BAC,2025-05-13 08:24:00,Wall Street Journal,https://finance.example.com/news/979
AAPL Announces New Product Line,AAPL,2025-05-13 09:33:00,InvestorPlace,https://finance.example.com/news/936
Tech Sell-off Drags TSLA Lower,TSLA,2025-05-13 12:17:00,MarketWatch,https://finance.example.com/news/137
TSLA Announces New Product Line,TSLA,2025-05-13 18:53:00,Bloomberg,https://finance.example.com/news/757
PFE Hits All-Time High on Strong Earnings,PFE,2025-05-14 09:26:00,Bloomberg,https://finance.example.com/news/974
PFE Announces New Product Line,PFE,2025-05-14 09:32:00,Zacks,https://finance.example.com/news/1559
Insider Buying at MSFT,MSFT,2025-05-14 09:37:00,MarketWatch,https://finance.example.com/news/82
FDA Approves AAPL Drug Application,AAPL,2025-05-14 09:45:00,Zacks,https://finance.example.com/news/1567
Tech Sell-off Drags GOOGL Lower,GOOGL,2025-05-14 10:30:00,Financial Times,https://finance.example.com/news/1389
AAPL CFO Steps Down,AAPL,2025-05-14 12:43:00,CNBC,https://finance.example.com/news/1631
AAPL Beats Earnings Estimates,AAPL,2025-05-14 15:57:00,Zacks,https://finance.example.com/news/916
TSLA Announces Stock Buyback,TSLA,2025-05-14 19:45:00,Zacks,https://finance.example.com/news/1718
JPM Reports Record Quarterly Revenue,JPM,2025-05-15 16:53:00,MarketWatch,https://finance.example.com/news/1563
Insider Buying at AMZN,AMZN,2025-05-15 18:11:00,Financial Times,https://finance.example.com/news/1777
AMZN Shares Drop After Weak Guidance,AMZN,2025-05-16 12:14:00,Reuters,https://finance.example.com/news/922
Tech Sell-off Drags PFE Lower,PFE,2025-05-16 12:58:00,CNBC,https://finance.example.com/news/1602
Analysts Upgrade BAC to Buy,BAC,2025-05-16 17:04:00,Financial Times,https://finance.example.com/news/1800
FDA Approves PFE Drug Application,PFE,2025-05-16 17:50:00,Wall Street Journal,https://finance.example.com/news/409
AAPL Expands into New Markets,AAPL,2025-05-16 19:50:00,Zacks,https://finance.example.com/news/49
Insider Buying at GOOGL,GOOGL,2025-05-17 09:04:00,Reuters,https://finance.example.com/news/163
META Misses Q3 Targets,META,2025-05-17 16:41:00,InvestorPlace,https://finance.example.com/news/1014
AMZN Shares Drop After Weak Guidance,AMZN,2025-05-17 19:27:00,Financial Times,https://finance.example.com/news/1111
Tech Sell-off Drags WMT Lower,WMT,2025-05-17 19:41:00,Financial Times,https://finance.example.com/news/24
TSLA Expands into New Markets,TSLA,2025-05-18 08:13:00,Financial Times,https://finance.example.com/news/16
Insider Buying at BAC,BAC,2025-05-18 12:01:00,Financial Times,https://finance.example.com/news/744
PFE Shares Drop After Weak Guidance,PFE,2025-05-18 19:34:00,Financial Times,https://finance.example.com/news/582
META Expands into New Markets,META,2025-05-19 18:39:00,Wall Street Journal,https://finance.example.com/news/1369
AMZN Announces New Product Line,AMZN,2025-05-20 09:01:00,MarketWatch,https://finance.example.com/news/1511
WMT Beats Earnings Estimates,WMT,2025-05-20 09:16:00,Zacks,https://finance.example.com/news/220
BAC CFO Steps Down,BAC,2025-05-20 13:01:00,CNBC,https://finance.example.com/news/1799
Analysts Upgrade BAC to Buy,BAC,2025-05-20 13:31:00,Reuters,https://finance.example.com/news/111
FDA Approves JPM Drug Application,JPM,2025-05-20 13:44:00,Zacks,https://finance.example.com/news/818
JPM Reports Record Quarterly Revenue,JPM,2025-05-21 07:35:00,CNBC,https://finance.example.com/news/473
GOOGL Partners with Industry Leader,GOOGL,2025-05-21 08:41:00,Financial Times,https://finance.example.com/news/605
MSFT Hits All-Time High on Strong Earnings,MSFT,2025-05-21 10:14:00,CNBC,https://finance.example.com/news/0
FDA Approves AAPL Drug Application,AAPL,2025-05-21 10:48:00,CNBC,https://finance.example.com/news/785
AAPL Expands into New Markets,AAPL,2025-05-22 10:07:00,Zacks,https://finance.example.com/news/235
